Sno,User,Rating,Review
110,Viraj Mistry,1,"It was good in the beginning. Later it came out to be very biased. Once the algorithm is understood, it is very difficult to play in a fair way. Once we loose a game, it is a series of losses. I hope anyone can improve it."
111,Milan Panchal,1,Game is totally biased towards one player at a time. From starting of game you will come to know who will win. All dices favour that player. I think programming of this game is done by Mama Shakuni who want someone to win that game😆. Say thanks to google play we can't give you 0 or negative star.
112,ATANU KUMAR PAUL,1,"The algorithm of the program is not random, its biased. Ludo King decided the winner from the start of game. There is no scope to show your talent. We are playing this Ludo, because all other Ludo app on play store are worsen than this. Please try to improve the randomness of the algorithm."
113,alshahin alshahin,1,"you have to buy coin then you will winalways if you dont pay no win.its like cheetting game.when . Always Hanging.Very bad application, and game is fixed you cant win with people who have more rank only you can win with people who dont have good rank on this application you can win its like fixed who pay money for rank and money themy have more benefits.worst aplication no balancing at all only one pleyer have high number."
114,Ravi Sinha,1,It does not work on slow internet. And most irritating is that a simple game like ludo uses high ram consumption that it heat up mobiles whenever i play it on my device or on someone else's. If you make ram uses les then it will be more efficient.
115,mercy thotapalli,1,"AI or whatever algorithms used can be easily predicted and understood. I mean come on..... we know when exactly we get a six, guess?? When the opposite person come near our home..... seriously??unfair game and very disappointingly developed.. and especially we reach destination, we know who will win.. not so nice and random isint"
116,Abhishek Bahulayan,2,Horrible for those who are stuck at the end and waiting for either one or two. It never comes. My opponents all ran full court and won the game. I'm this a bug. Please fix this!
117,Blooming Flowers,1,"It is really annoying how at the end of any game , me and my friends always have to bring 1 to win . At first, i loved this game but now it is really annoying and i hate it 😡 don't download this annoying game😠"
118,Varsha Saha,1,"The game itself is a great game, but the dice isn't random at any rate. I agree with the other reviews that once you have reached certain number of coins you can not win and the dice goes against you."
119,Souvik Saha,1,One of the worst games i have played in recent times. Definitely this game is rigged. One can never win against the computer and moreover while playing with opponents most of the times the numbers are kind of rigged
120,Blondy Baron,1,It was my first game and. The other guy had the first move. He never played or game stuck. I dont know. I waited for like 5 mins and decided to give this review. And when i just went back to check the status of the game it said you lost. Pathetic!!!!
